"date","offense","num_felonies"
2014-03-26,"RAPE",4
2014-03-26,"ROBBERY",44
2014-03-27,"BURGLARY",42
2014-03-27,"FELONY ASSAULT",53
2014-03-27,"GRAND LARCENY",111
2014-03-27,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-03-27,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-03-27,"RAPE",1
2014-03-27,"ROBBERY",43
2014-03-28,"BURGLARY",54
2014-03-28,"FELONY ASSAULT",53
2014-03-28,"GRAND LARCENY",109
2014-03-28,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-03-28,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-03-28,"RAPE",2
2014-03-28,"ROBBERY",57
2014-03-29,"BURGLARY",34
2014-03-29,"FELONY ASSAULT",58
2014-03-29,"GRAND LARCENY",104
2014-03-29,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-03-29,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-03-29,"RAPE",4
2014-03-29,"ROBBERY",43
2014-03-30,"BURGLARY",23
2014-03-30,"FELONY ASSAULT",44
2014-03-30,"GRAND LARCENY",76
2014-03-30,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-03-30,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-03-30,"RAPE",4
2014-03-30,"ROBBERY",31
2014-03-31,"BURGLARY",37
2014-03-31,"FELONY ASSAULT",43
2014-03-31,"GRAND LARCENY",107
2014-03-31,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-03-31,"RAPE",3
2014-03-31,"ROBBERY",34
2014-04-01,"BURGLARY",47
2014-04-01,"FELONY ASSAULT",50
2014-04-01,"GRAND LARCENY",155
2014-04-01,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-04-01,"RAPE",13
2014-04-01,"ROBBERY",37
2014-04-02,"BURGLARY",61
2014-04-02,"FELONY ASSAULT",51
2014-04-02,"GRAND LARCENY",119
2014-04-02,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-04-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-02,"RAPE",1
2014-04-02,"ROBBERY",35
2014-04-03,"BURGLARY",44
2014-04-03,"FELONY ASSAULT",49
2014-04-03,"GRAND LARCENY",109
2014-04-03,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-04-03,"RAPE",2
2014-04-03,"ROBBERY",37
2014-04-04,"BURGLARY",61
2014-04-04,"FELONY ASSAULT",41
2014-04-04,"GRAND LARCENY",123
2014-04-04,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-04-04,"RAPE",4
2014-04-04,"ROBBERY",43
2014-04-05,"BURGLARY",36
2014-04-05,"FELONY ASSAULT",58
2014-04-05,"GRAND LARCENY",112
2014-04-05,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-05,"RAPE",3
2014-04-05,"ROBBERY",51
2014-04-06,"BURGLARY",25
2014-04-06,"FELONY ASSAULT",60
2014-04-06,"GRAND LARCENY",103
2014-04-06,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-04-06,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-04-06,"RAPE",6
2014-04-06,"ROBBERY",35
2014-04-07,"BURGLARY",44
2014-04-07,"FELONY ASSAULT",52
2014-04-07,"GRAND LARCENY",110
2014-04-07,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-04-07,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-07,"RAPE",5
2014-04-07,"ROBBERY",35
2014-04-08,"BURGLARY",52
2014-04-08,"FELONY ASSAULT",51
2014-04-08,"GRAND LARCENY",102
2014-04-08,"GRAND LARCENY OF MOTOR VEHICLE",12
2014-04-08,"RAPE",1
2014-04-08,"ROBBERY",39
2014-04-09,"BURGLARY",36
2014-04-09,"FELONY ASSAULT",58
2014-04-09,"GRAND LARCENY",112
2014-04-09,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-04-09,"RAPE",2
2014-04-09,"ROBBERY",44
2014-04-10,"BURGLARY",35
2014-04-10,"FELONY ASSAULT",52
2014-04-10,"GRAND LARCENY",108
2014-04-10,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-04-10,"RAPE",4
2014-04-10,"ROBBERY",40
2014-04-11,"BURGLARY",50
2014-04-11,"FELONY ASSAULT",57
2014-04-11,"GRAND LARCENY",111
2014-04-11,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-04-11,"RAPE",4
2014-04-11,"ROBBERY",41
2014-04-12,"BURGLARY",33
2014-04-12,"FELONY ASSAULT",94
2014-04-12,"GRAND LARCENY",123
2014-04-12,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-12,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-12,"RAPE",5
2014-04-12,"ROBBERY",39
2014-04-13,"BURGLARY",32
2014-04-13,"FELONY ASSAULT",63
2014-04-13,"GRAND LARCENY",99
2014-04-13,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-04-13,"RAPE",5
2014-04-13,"ROBBERY",39
2014-04-14,"BURGLARY",35
2014-04-14,"FELONY ASSAULT",58
2014-04-14,"GRAND LARCENY",139
2014-04-14,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-04-14,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-04-14,"RAPE",2
2014-04-14,"ROBBERY",47
2014-04-15,"BURGLARY",29
2014-04-15,"FELONY ASSAULT",44
2014-04-15,"GRAND LARCENY",114
2014-04-15,"GRAND LARCENY OF MOTOR VEHICLE",12
2014-04-15,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-15,"RAPE",2
2014-04-15,"ROBBERY",32
2014-04-16,"BURGLARY",39
2014-04-16,"FELONY ASSAULT",41
2014-04-16,"GRAND LARCENY",101
2014-04-16,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-04-16,"RAPE",1
2014-04-16,"ROBBERY",26
2014-04-17,"BURGLARY",42
2014-04-17,"FELONY ASSAULT",33
2014-04-17,"GRAND LARCENY",115
2014-04-17,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-04-17,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-04-17,"RAPE",3
2014-04-17,"ROBBERY",30
2014-04-18,"BURGLARY",58
2014-04-18,"FELONY ASSAULT",40
2014-04-18,"GRAND LARCENY",122
2014-04-18,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-04-18,"RAPE",3
2014-04-18,"ROBBERY",42
2014-04-19,"BURGLARY",33
2014-04-19,"FELONY ASSAULT",47
2014-04-19,"GRAND LARCENY",98
2014-04-19,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-19,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-19,"ROBBERY",40
2014-04-20,"BURGLARY",36
2014-04-20,"FELONY ASSAULT",57
2014-04-20,"GRAND LARCENY",93
2014-04-20,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-04-20,"RAPE",5
2014-04-20,"ROBBERY",56
2014-04-21,"BURGLARY",35
2014-04-21,"FELONY ASSAULT",62
2014-04-21,"GRAND LARCENY",124
2014-04-21,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-04-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-04-21,"RAPE",2
2014-04-21,"ROBBERY",34
2014-04-22,"BURGLARY",38
2014-04-22,"FELONY ASSAULT",44
2014-04-22,"GRAND LARCENY",105
2014-04-22,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-22,"RAPE",1
2014-04-22,"ROBBERY",38
2014-04-23,"BURGLARY",39
2014-04-23,"FELONY ASSAULT",49
2014-04-23,"GRAND LARCENY",126
2014-04-23,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-23,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-04-23,"RAPE",2
2014-04-23,"ROBBERY",35
2014-04-24,"BURGLARY",41
2014-04-24,"FELONY ASSAULT",59
2014-04-24,"GRAND LARCENY",109
2014-04-24,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-04-24,"RAPE",2
2014-04-24,"ROBBERY",34
2014-04-25,"BURGLARY",60
2014-04-25,"FELONY ASSAULT",53
2014-04-25,"GRAND LARCENY",124
2014-04-25,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-04-25,"RAPE",7
2014-04-25,"ROBBERY",29
2014-04-26,"BURGLARY",28
2014-04-26,"FELONY ASSAULT",79
2014-04-26,"GRAND LARCENY",97
2014-04-26,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-04-26,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-04-26,"RAPE",4
2014-04-26,"ROBBERY",48
2014-04-27,"BURGLARY",33
2014-04-27,"FELONY ASSAULT",74
2014-04-27,"GRAND LARCENY",88
2014-04-27,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-04-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-04-27,"RAPE",1
2014-04-27,"ROBBERY",43
2014-04-28,"BURGLARY",40
2014-04-28,"FELONY ASSAULT",40
2014-04-28,"GRAND LARCENY",133
2014-04-28,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-04-28,"RAPE",3
2014-04-28,"ROBBERY",40
2014-04-29,"BURGLARY",48
2014-04-29,"FELONY ASSAULT",38
2014-04-29,"GRAND LARCENY",99
2014-04-29,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-04-29,"ROBBERY",37
2014-04-30,"BURGLARY",43
2014-04-30,"FELONY ASSAULT",41
2014-04-30,"GRAND LARCENY",112
2014-04-30,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-04-30,"ROBBERY",33
2014-05-01,"BURGLARY",46
2014-05-01,"FELONY ASSAULT",41
2014-05-01,"GRAND LARCENY",163
2014-05-01,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-05-01,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-01,"RAPE",7
2014-05-01,"ROBBERY",42
2014-05-02,"BURGLARY",52
2014-05-02,"FELONY ASSAULT",50
2014-05-02,"GRAND LARCENY",146
2014-05-02,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-05-02,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-02,"RAPE",2
2014-05-02,"ROBBERY",43
2014-05-03,"BURGLARY",34
2014-05-03,"FELONY ASSAULT",82
2014-05-03,"GRAND LARCENY",94
2014-05-03,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-05-03,"RAPE",3
2014-05-03,"ROBBERY",37
2014-05-04,"BURGLARY",33
2014-05-04,"FELONY ASSAULT",77
2014-05-04,"GRAND LARCENY",98
2014-05-04,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-05-04,"RAPE",3
2014-05-04,"ROBBERY",34
2014-05-05,"BURGLARY",32
2014-05-05,"FELONY ASSAULT",45
2014-05-05,"GRAND LARCENY",135
2014-05-05,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-05-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-05,"RAPE",3
2014-05-05,"ROBBERY",45
2014-05-06,"BURGLARY",44
2014-05-06,"FELONY ASSAULT",54
2014-05-06,"GRAND LARCENY",135
2014-05-06,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-05-06,"RAPE",2
2014-05-06,"ROBBERY",51
2014-05-07,"BURGLARY",32
2014-05-07,"FELONY ASSAULT",59
2014-05-07,"GRAND LARCENY",111
2014-05-07,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-05-07,"RAPE",1
2014-05-07,"ROBBERY",38
2014-05-08,"BURGLARY",52
2014-05-08,"FELONY ASSAULT",54
2014-05-08,"GRAND LARCENY",122
2014-05-08,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-05-08,"RAPE",1
2014-05-08,"ROBBERY",28
2014-05-09,"BURGLARY",48
2014-05-09,"FELONY ASSAULT",53
2014-05-09,"GRAND LARCENY",134
2014-05-09,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-05-09,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-05-09,"RAPE",2
2014-05-09,"ROBBERY",44
2014-05-10,"BURGLARY",32
2014-05-10,"FELONY ASSAULT",63
2014-05-10,"GRAND LARCENY",132
2014-05-10,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-05-10,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-05-10,"RAPE",7
2014-05-10,"ROBBERY",57
2014-05-11,"BURGLARY",31
2014-05-11,"FELONY ASSAULT",91
2014-05-11,"GRAND LARCENY",86
2014-05-11,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-05-11,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-11,"RAPE",6
2014-05-11,"ROBBERY",47
2014-05-12,"BURGLARY",40
2014-05-12,"FELONY ASSAULT",68
2014-05-12,"GRAND LARCENY",119
2014-05-12,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-05-12,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-12,"RAPE",4
2014-05-12,"ROBBERY",49
2014-05-13,"BURGLARY",47
2014-05-13,"FELONY ASSAULT",50
2014-05-13,"GRAND LARCENY",113
2014-05-13,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-05-13,"RAPE",3
2014-05-13,"ROBBERY",43
2014-05-14,"BURGLARY",45
2014-05-14,"FELONY ASSAULT",50
2014-05-14,"GRAND LARCENY",124
2014-05-14,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-05-14,"RAPE",1
2014-05-14,"ROBBERY",45
2014-05-15,"BURGLARY",46
2014-05-15,"FELONY ASSAULT",53
2014-05-15,"GRAND LARCENY",117
2014-05-15,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-05-15,"RAPE",3
2014-05-15,"ROBBERY",35
2014-05-16,"BURGLARY",66
2014-05-16,"FELONY ASSAULT",61
2014-05-16,"GRAND LARCENY",128
2014-05-16,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-05-16,"RAPE",4
2014-05-16,"ROBBERY",51
2014-05-17,"BURGLARY",37
2014-05-17,"FELONY ASSAULT",55
2014-05-17,"GRAND LARCENY",116
2014-05-17,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-05-17,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-17,"RAPE",5
2014-05-17,"ROBBERY",38
2014-05-18,"BURGLARY",28
2014-05-18,"FELONY ASSAULT",83
2014-05-18,"GRAND LARCENY",101
2014-05-18,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-05-18,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-18,"RAPE",4
2014-05-18,"ROBBERY",50
2014-05-19,"BURGLARY",35
2014-05-19,"FELONY ASSAULT",54
2014-05-19,"GRAND LARCENY",112
2014-05-19,"GRAND LARCENY OF MOTOR VEHICLE",30
2014-05-19,"RAPE",4
2014-05-19,"ROBBERY",47
2014-05-20,"BURGLARY",45
2014-05-20,"FELONY ASSAULT",46
2014-05-20,"GRAND LARCENY",116
2014-05-20,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-05-20,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-20,"RAPE",1
2014-05-20,"ROBBERY",44
2014-05-21,"BURGLARY",55
2014-05-21,"FELONY ASSAULT",66
2014-05-21,"GRAND LARCENY",144
2014-05-21,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-05-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-21,"RAPE",1
2014-05-21,"ROBBERY",53
2014-05-22,"BURGLARY",48
2014-05-22,"FELONY ASSAULT",39
2014-05-22,"GRAND LARCENY",124
2014-05-22,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-05-22,"RAPE",4
2014-05-22,"ROBBERY",48
2014-05-23,"BURGLARY",76
2014-05-23,"FELONY ASSAULT",48
2014-05-23,"GRAND LARCENY",134
2014-05-23,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-05-23,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-23,"RAPE",1
2014-05-23,"ROBBERY",37
2014-05-24,"BURGLARY",55
2014-05-24,"FELONY ASSAULT",63
2014-05-24,"GRAND LARCENY",91
2014-05-24,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-05-24,"RAPE",1
2014-05-24,"ROBBERY",42
2014-05-25,"BURGLARY",47
2014-05-25,"FELONY ASSAULT",73
2014-05-25,"GRAND LARCENY",98
2014-05-25,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-05-25,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-05-25,"RAPE",6
2014-05-25,"ROBBERY",49
2014-05-26,"BURGLARY",37
2014-05-26,"FELONY ASSAULT",84
2014-05-26,"GRAND LARCENY",104
2014-05-26,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-05-26,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-26,"RAPE",4
2014-05-26,"ROBBERY",54
2014-05-27,"BURGLARY",47
2014-05-27,"FELONY ASSAULT",76
2014-05-27,"GRAND LARCENY",130
2014-05-27,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-05-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-27,"RAPE",2
2014-05-27,"ROBBERY",53
2014-05-28,"BURGLARY",45
2014-05-28,"FELONY ASSAULT",39
2014-05-28,"GRAND LARCENY",133
2014-05-28,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-05-28,"ROBBERY",47
2014-05-29,"BURGLARY",41
2014-05-29,"FELONY ASSAULT",53
2014-05-29,"GRAND LARCENY",115
2014-05-29,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-05-29,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-29,"RAPE",3
2014-05-29,"ROBBERY",47
2014-05-30,"BURGLARY",69
2014-05-30,"FELONY ASSAULT",54
2014-05-30,"GRAND LARCENY",127
2014-05-30,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-05-30,"RAPE",2
2014-05-30,"ROBBERY",47
2014-05-31,"BURGLARY",41
2014-05-31,"FELONY ASSAULT",68
2014-05-31,"GRAND LARCENY",107
2014-05-31,"GRAND LARCENY OF MOTOR VEHICLE",11
2014-05-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-05-31,"RAPE",4
2014-05-31,"ROBBERY",41
2014-06-01,"BURGLARY",36
2014-06-01,"FELONY ASSAULT",70
2014-06-01,"GRAND LARCENY",166
2014-06-01,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-06-01,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-01,"RAPE",10
2014-06-01,"ROBBERY",42
2014-06-02,"BURGLARY",45
2014-06-02,"FELONY ASSAULT",65
2014-06-02,"GRAND LARCENY",152
2014-06-02,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-06-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-02,"RAPE",5
2014-06-02,"ROBBERY",46
2014-06-03,"BURGLARY",41
2014-06-03,"FELONY ASSAULT",61
2014-06-03,"GRAND LARCENY",143
2014-06-03,"GRAND LARCENY OF MOTOR VEHICLE",29
2014-06-03,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-03,"RAPE",4
2014-06-03,"ROBBERY",41
2014-06-04,"BURGLARY",52
2014-06-04,"FELONY ASSAULT",54
2014-06-04,"GRAND LARCENY",107
2014-06-04,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-06-04,"RAPE",3
2014-06-04,"ROBBERY",39
2014-06-05,"BURGLARY",45
2014-06-05,"FELONY ASSAULT",45
2014-06-05,"GRAND LARCENY",104
2014-06-05,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-06-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-05,"RAPE",6
2014-06-05,"ROBBERY",35
2014-06-06,"BURGLARY",56
2014-06-06,"FELONY ASSAULT",68
2014-06-06,"GRAND LARCENY",130
2014-06-06,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-06-06,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-06,"RAPE",2
2014-06-06,"ROBBERY",46
2014-06-07,"BURGLARY",25
2014-06-07,"FELONY ASSAULT",83
2014-06-07,"GRAND LARCENY",129
2014-06-07,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-06-07,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-07,"RAPE",4
2014-06-07,"ROBBERY",47
2014-06-08,"BURGLARY",34
2014-06-08,"FELONY ASSAULT",85
2014-06-08,"GRAND LARCENY",93
2014-06-08,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-06-08,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-08,"RAPE",7
2014-06-08,"ROBBERY",42
2014-06-09,"BURGLARY",40
2014-06-09,"FELONY ASSAULT",77
2014-06-09,"GRAND LARCENY",141
2014-06-09,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-06-09,"RAPE",3
2014-06-09,"ROBBERY",54
2014-06-10,"BURGLARY",36
2014-06-10,"FELONY ASSAULT",47
2014-06-10,"GRAND LARCENY",135
2014-06-10,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-06-10,"RAPE",6
2014-06-10,"ROBBERY",42
2014-06-11,"BURGLARY",48
2014-06-11,"FELONY ASSAULT",58
2014-06-11,"GRAND LARCENY",146
2014-06-11,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-06-11,"RAPE",2
2014-06-11,"ROBBERY",38
2014-06-12,"BURGLARY",49
2014-06-12,"FELONY ASSAULT",65
2014-06-12,"GRAND LARCENY",138
2014-06-12,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-06-12,"RAPE",4
2014-06-12,"ROBBERY",46
2014-06-13,"BURGLARY",60
2014-06-13,"FELONY ASSAULT",44
2014-06-13,"GRAND LARCENY",131
2014-06-13,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-06-13,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-13,"RAPE",6
2014-06-13,"ROBBERY",43
2014-06-14,"BURGLARY",33
2014-06-14,"FELONY ASSAULT",68
2014-06-14,"GRAND LARCENY",145
2014-06-14,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-06-14,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-14,"RAPE",2
2014-06-14,"ROBBERY",30
2014-06-15,"BURGLARY",27
2014-06-15,"FELONY ASSAULT",83
2014-06-15,"GRAND LARCENY",118
2014-06-15,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-06-15,"RAPE",4
2014-06-15,"ROBBERY",56
2014-06-16,"BURGLARY",44
2014-06-16,"FELONY ASSAULT",77
2014-06-16,"GRAND LARCENY",123
2014-06-16,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-06-16,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-16,"RAPE",4
2014-06-16,"ROBBERY",62
2014-06-17,"BURGLARY",52
2014-06-17,"FELONY ASSAULT",58
2014-06-17,"GRAND LARCENY",144
2014-06-17,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-06-17,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-17,"RAPE",1
2014-06-17,"ROBBERY",53
2014-06-18,"BURGLARY",45
2014-06-18,"FELONY ASSAULT",67
2014-06-18,"GRAND LARCENY",132
2014-06-18,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-06-18,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-06-18,"RAPE",6
2014-06-18,"ROBBERY",37
2014-06-19,"BURGLARY",41
2014-06-19,"FELONY ASSAULT",52
2014-06-19,"GRAND LARCENY",132
2014-06-19,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-06-19,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-19,"RAPE",2
2014-06-19,"ROBBERY",31
2014-06-20,"BURGLARY",59
2014-06-20,"FELONY ASSAULT",54
2014-06-20,"GRAND LARCENY",155
2014-06-20,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-06-20,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-06-20,"RAPE",2
2014-06-20,"ROBBERY",52
2014-06-21,"BURGLARY",37
2014-06-21,"FELONY ASSAULT",62
2014-06-21,"GRAND LARCENY",135
2014-06-21,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-06-21,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-21,"RAPE",3
2014-06-21,"ROBBERY",45
2014-06-22,"BURGLARY",31
2014-06-22,"FELONY ASSAULT",69
2014-06-22,"GRAND LARCENY",91
2014-06-22,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-06-22,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-22,"RAPE",5
2014-06-22,"ROBBERY",41
2014-06-23,"BURGLARY",61
2014-06-23,"FELONY ASSAULT",57
2014-06-23,"GRAND LARCENY",140
2014-06-23,"GRAND LARCENY OF MOTOR VEHICLE",10
2014-06-23,"RAPE",5
2014-06-23,"ROBBERY",43
2014-06-24,"BURGLARY",32
2014-06-24,"FELONY ASSAULT",55
2014-06-24,"GRAND LARCENY",123
2014-06-24,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-06-24,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-24,"RAPE",3
2014-06-24,"ROBBERY",38
2014-06-25,"BURGLARY",56
2014-06-25,"FELONY ASSAULT",58
2014-06-25,"GRAND LARCENY",135
2014-06-25,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-06-25,"RAPE",6
2014-06-25,"ROBBERY",34
2014-06-26,"BURGLARY",42
2014-06-26,"FELONY ASSAULT",56
2014-06-26,"GRAND LARCENY",132
2014-06-26,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-06-26,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-26,"RAPE",4
2014-06-26,"ROBBERY",49
2014-06-27,"BURGLARY",68
2014-06-27,"FELONY ASSAULT",62
2014-06-27,"GRAND LARCENY",154
2014-06-27,"GRAND LARCENY OF MOTOR VEHICLE",31
2014-06-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-06-27,"RAPE",3
2014-06-27,"ROBBERY",32
2014-06-28,"BURGLARY",43
2014-06-28,"FELONY ASSAULT",78
2014-06-28,"GRAND LARCENY",134
2014-06-28,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-06-28,"RAPE",3
2014-06-28,"ROBBERY",41
2014-06-29,"BURGLARY",41
2014-06-29,"FELONY ASSAULT",85
2014-06-29,"GRAND LARCENY",130
2014-06-29,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-06-29,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-06-29,"RAPE",1
2014-06-29,"ROBBERY",47
2014-06-30,"BURGLARY",60
2014-06-30,"FELONY ASSAULT",69
2014-06-30,"GRAND LARCENY",122
2014-06-30,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-06-30,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-06-30,"ROBBERY",41
2014-07-01,"BURGLARY",56
2014-07-01,"FELONY ASSAULT",58
2014-07-01,"GRAND LARCENY",190
2014-07-01,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-07-01,"RAPE",3
2014-07-01,"ROBBERY",54
2014-07-02,"BURGLARY",48
2014-07-02,"FELONY ASSAULT",65
2014-07-02,"GRAND LARCENY",126
2014-07-02,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-07-02,"RAPE",4
2014-07-02,"ROBBERY",39
2014-07-03,"BURGLARY",52
2014-07-03,"FELONY ASSAULT",56
2014-07-03,"GRAND LARCENY",134
2014-07-03,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-07-03,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-07-03,"RAPE",1
