"date","offense","num_felonies"
2014-10-09,"ROBBERY",43
2014-10-10,"BURGLARY",67
2014-10-10,"FELONY ASSAULT",68
2014-10-10,"GRAND LARCENY",141
2014-10-10,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-10,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-10-10,"RAPE",3
2014-10-10,"ROBBERY",40
2014-10-11,"BURGLARY",41
2014-10-11,"FELONY ASSAULT",54
2014-10-11,"GRAND LARCENY",135
2014-10-11,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-10-11,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-11,"RAPE",4
2014-10-11,"ROBBERY",51
2014-10-12,"BURGLARY",37
2014-10-12,"FELONY ASSAULT",73
2014-10-12,"GRAND LARCENY",141
2014-10-12,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-10-12,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-12,"RAPE",4
2014-10-12,"ROBBERY",42
2014-10-13,"BURGLARY",46
2014-10-13,"FELONY ASSAULT",49
2014-10-13,"GRAND LARCENY",112
2014-10-13,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-10-13,"RAPE",3
2014-10-13,"ROBBERY",34
2014-10-14,"BURGLARY",67
2014-10-14,"FELONY ASSAULT",53
2014-10-14,"GRAND LARCENY",138
2014-10-14,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-10-14,"RAPE",3
2014-10-14,"ROBBERY",53
2014-10-15,"BURGLARY",61
2014-10-15,"FELONY ASSAULT",60
2014-10-15,"GRAND LARCENY",149
2014-10-15,"GRAND LARCENY OF MOTOR VEHICLE",31
2014-10-15,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-10-15,"RAPE",5
2014-10-15,"ROBBERY",53
2014-10-16,"BURGLARY",58
2014-10-16,"FELONY ASSAULT",38
2014-10-16,"GRAND LARCENY",113
2014-10-16,"GRAND LARCENY OF MOTOR VEHICLE",34
2014-10-16,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-16,"RAPE",7
2014-10-16,"ROBBERY",53
2014-10-17,"BURGLARY",69
2014-10-17,"FELONY ASSAULT",51
2014-10-17,"GRAND LARCENY",163
2014-10-17,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-10-17,"RAPE",4
2014-10-17,"ROBBERY",61
2014-10-18,"BURGLARY",45
2014-10-18,"FELONY ASSAULT",84
2014-10-18,"GRAND LARCENY",115
2014-10-18,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-18,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-10-18,"RAPE",6
2014-10-18,"ROBBERY",50
2014-10-19,"BURGLARY",33
2014-10-19,"FELONY ASSAULT",74
2014-10-19,"GRAND LARCENY",122
2014-10-19,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-10-19,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-10-19,"RAPE",7
2014-10-19,"ROBBERY",48
2014-10-20,"BURGLARY",57
2014-10-20,"FELONY ASSAULT",42
2014-10-20,"GRAND LARCENY",159
2014-10-20,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-10-20,"RAPE",3
2014-10-20,"ROBBERY",40
2014-10-21,"BURGLARY",61
2014-10-21,"FELONY ASSAULT",55
2014-10-21,"GRAND LARCENY",133
2014-10-21,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-21,"RAPE",1
2014-10-21,"ROBBERY",48
2014-10-22,"BURGLARY",61
2014-10-22,"FELONY ASSAULT",47
2014-10-22,"GRAND LARCENY",118
2014-10-22,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-22,"RAPE",3
2014-10-22,"ROBBERY",49
2014-10-23,"BURGLARY",42
2014-10-23,"FELONY ASSAULT",48
2014-10-23,"GRAND LARCENY",119
2014-10-23,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-10-23,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-10-23,"RAPE",1
2014-10-23,"ROBBERY",41
2014-10-24,"BURGLARY",57
2014-10-24,"FELONY ASSAULT",59
2014-10-24,"GRAND LARCENY",138
2014-10-24,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-10-24,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-24,"RAPE",5
2014-10-24,"ROBBERY",48
2014-10-25,"BURGLARY",32
2014-10-25,"FELONY ASSAULT",67
2014-10-25,"GRAND LARCENY",140
2014-10-25,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-10-25,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-10-25,"RAPE",4
2014-10-25,"ROBBERY",58
2014-10-26,"BURGLARY",35
2014-10-26,"FELONY ASSAULT",69
2014-10-26,"GRAND LARCENY",111
2014-10-26,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-10-26,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-26,"RAPE",2
2014-10-26,"ROBBERY",57
2014-10-27,"BURGLARY",39
2014-10-27,"FELONY ASSAULT",57
2014-10-27,"GRAND LARCENY",143
2014-10-27,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-10-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-27,"RAPE",4
2014-10-27,"ROBBERY",63
2014-10-28,"BURGLARY",59
2014-10-28,"FELONY ASSAULT",44
2014-10-28,"GRAND LARCENY",114
2014-10-28,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-10-28,"RAPE",7
2014-10-28,"ROBBERY",50
2014-10-29,"BURGLARY",64
2014-10-29,"FELONY ASSAULT",50
2014-10-29,"GRAND LARCENY",126
2014-10-29,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-10-29,"RAPE",2
2014-10-29,"ROBBERY",50
2014-10-30,"BURGLARY",66
2014-10-30,"FELONY ASSAULT",54
2014-10-30,"GRAND LARCENY",130
2014-10-30,"GRAND LARCENY OF MOTOR VEHICLE",11
2014-10-30,"RAPE",3
2014-10-30,"ROBBERY",49
2014-10-31,"BURGLARY",67
2014-10-31,"FELONY ASSAULT",37
2014-10-31,"GRAND LARCENY",142
2014-10-31,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-10-31,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-10-31,"RAPE",2
2014-10-31,"ROBBERY",71
2014-11-01,"BURGLARY",38
2014-11-01,"FELONY ASSAULT",72
2014-11-01,"GRAND LARCENY",182
2014-11-01,"GRAND LARCENY OF MOTOR VEHICLE",30
2014-11-01,"RAPE",14
2014-11-01,"ROBBERY",74
2014-11-02,"BURGLARY",33
2014-11-02,"FELONY ASSAULT",57
2014-11-02,"GRAND LARCENY",98
2014-11-02,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-11-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-02,"RAPE",4
2014-11-02,"ROBBERY",39
2014-11-03,"BURGLARY",52
2014-11-03,"FELONY ASSAULT",56
2014-11-03,"GRAND LARCENY",119
2014-11-03,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-11-03,"RAPE",3
2014-11-03,"ROBBERY",40
2014-11-04,"BURGLARY",33
2014-11-04,"FELONY ASSAULT",53
2014-11-04,"GRAND LARCENY",130
2014-11-04,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-11-04,"ROBBERY",42
2014-11-05,"BURGLARY",52
2014-11-05,"FELONY ASSAULT",51
2014-11-05,"GRAND LARCENY",140
2014-11-05,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-11-05,"RAPE",5
2014-11-05,"ROBBERY",67
2014-11-06,"BURGLARY",49
2014-11-06,"FELONY ASSAULT",52
2014-11-06,"GRAND LARCENY",107
2014-11-06,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-11-06,"RAPE",1
2014-11-06,"ROBBERY",55
2014-11-07,"BURGLARY",53
2014-11-07,"FELONY ASSAULT",63
2014-11-07,"GRAND LARCENY",157
2014-11-07,"GRAND LARCENY OF MOTOR VEHICLE",34
2014-11-07,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-07,"RAPE",2
2014-11-07,"ROBBERY",43
2014-11-08,"BURGLARY",39
2014-11-08,"FELONY ASSAULT",69
2014-11-08,"GRAND LARCENY",123
2014-11-08,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-11-08,"RAPE",2
2014-11-08,"ROBBERY",46
2014-11-09,"BURGLARY",26
2014-11-09,"FELONY ASSAULT",65
2014-11-09,"GRAND LARCENY",108
2014-11-09,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-11-09,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-11-09,"RAPE",3
2014-11-09,"ROBBERY",49
2014-11-10,"BURGLARY",49
2014-11-10,"FELONY ASSAULT",54
2014-11-10,"GRAND LARCENY",110
2014-11-10,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-11-10,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-10,"RAPE",3
2014-11-10,"ROBBERY",50
2014-11-11,"BURGLARY",44
2014-11-11,"FELONY ASSAULT",60
2014-11-11,"GRAND LARCENY",105
2014-11-11,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-11-11,"RAPE",2
2014-11-11,"ROBBERY",48
2014-11-12,"BURGLARY",46
2014-11-12,"FELONY ASSAULT",56
2014-11-12,"GRAND LARCENY",116
2014-11-12,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-11-12,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-12,"RAPE",3
2014-11-12,"ROBBERY",61
2014-11-13,"BURGLARY",41
2014-11-13,"FELONY ASSAULT",47
2014-11-13,"GRAND LARCENY",104
2014-11-13,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-11-13,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-13,"RAPE",2
2014-11-13,"ROBBERY",47
2014-11-14,"BURGLARY",64
2014-11-14,"FELONY ASSAULT",37
2014-11-14,"GRAND LARCENY",123
2014-11-14,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-11-14,"RAPE",1
2014-11-14,"ROBBERY",43
2014-11-15,"BURGLARY",41
2014-11-15,"FELONY ASSAULT",48
2014-11-15,"GRAND LARCENY",122
2014-11-15,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-11-15,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-15,"RAPE",2
2014-11-15,"ROBBERY",48
2014-11-16,"BURGLARY",27
2014-11-16,"FELONY ASSAULT",64
2014-11-16,"GRAND LARCENY",111
2014-11-16,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-11-16,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-16,"RAPE",3
2014-11-16,"ROBBERY",53
2014-11-17,"BURGLARY",55
2014-11-17,"FELONY ASSAULT",37
2014-11-17,"GRAND LARCENY",119
2014-11-17,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-11-17,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-17,"RAPE",2
2014-11-17,"ROBBERY",47
2014-11-18,"BURGLARY",40
2014-11-18,"FELONY ASSAULT",44
2014-11-18,"GRAND LARCENY",123
2014-11-18,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-11-18,"RAPE",1
2014-11-18,"ROBBERY",32
2014-11-19,"BURGLARY",46
2014-11-19,"FELONY ASSAULT",36
2014-11-19,"GRAND LARCENY",111
2014-11-19,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-11-19,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-19,"RAPE",1
2014-11-19,"ROBBERY",36
2014-11-20,"BURGLARY",45
2014-11-20,"FELONY ASSAULT",45
2014-11-20,"GRAND LARCENY",114
2014-11-20,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-11-20,"RAPE",3
2014-11-20,"ROBBERY",43
2014-11-21,"BURGLARY",42
2014-11-21,"FELONY ASSAULT",40
2014-11-21,"GRAND LARCENY",111
2014-11-21,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-11-21,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-21,"RAPE",4
2014-11-21,"ROBBERY",66
2014-11-22,"BURGLARY",47
2014-11-22,"FELONY ASSAULT",75
2014-11-22,"GRAND LARCENY",110
2014-11-22,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-11-22,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-22,"RAPE",3
2014-11-22,"ROBBERY",45
2014-11-23,"BURGLARY",34
2014-11-23,"FELONY ASSAULT",51
2014-11-23,"GRAND LARCENY",119
2014-11-23,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-11-23,"RAPE",8
2014-11-23,"ROBBERY",40
2014-11-24,"BURGLARY",56
2014-11-24,"FELONY ASSAULT",48
2014-11-24,"GRAND LARCENY",130
2014-11-24,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-11-24,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-24,"RAPE",4
2014-11-24,"ROBBERY",56
2014-11-25,"BURGLARY",55
2014-11-25,"FELONY ASSAULT",63
2014-11-25,"GRAND LARCENY",121
2014-11-25,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-11-25,"RAPE",4
2014-11-25,"ROBBERY",50
2014-11-26,"BURGLARY",69
2014-11-26,"FELONY ASSAULT",45
2014-11-26,"GRAND LARCENY",119
2014-11-26,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-11-26,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-11-26,"RAPE",1
2014-11-26,"ROBBERY",47
2014-11-27,"BURGLARY",46
2014-11-27,"FELONY ASSAULT",36
2014-11-27,"GRAND LARCENY",69
2014-11-27,"GRAND LARCENY OF MOTOR VEHICLE",12
2014-11-27,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-27,"RAPE",3
2014-11-27,"ROBBERY",34
2014-11-28,"BURGLARY",38
2014-11-28,"FELONY ASSAULT",58
2014-11-28,"GRAND LARCENY",159
2014-11-28,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-11-28,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-11-28,"RAPE",6
2014-11-28,"ROBBERY",31
2014-11-29,"BURGLARY",36
2014-11-29,"FELONY ASSAULT",41
2014-11-29,"GRAND LARCENY",112
2014-11-29,"GRAND LARCENY OF MOTOR VEHICLE",13
2014-11-29,"RAPE",1
2014-11-29,"ROBBERY",40
2014-11-30,"BURGLARY",31
2014-11-30,"FELONY ASSAULT",71
2014-11-30,"GRAND LARCENY",105
2014-11-30,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-11-30,"RAPE",2
2014-11-30,"ROBBERY",42
2014-12-01,"BURGLARY",52
2014-12-01,"FELONY ASSAULT",60
2014-12-01,"GRAND LARCENY",182
2014-12-01,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-12-01,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-01,"RAPE",4
2014-12-01,"ROBBERY",48
2014-12-02,"BURGLARY",36
2014-12-02,"FELONY ASSAULT",48
2014-12-02,"GRAND LARCENY",124
2014-12-02,"GRAND LARCENY OF MOTOR VEHICLE",16
2014-12-02,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-02,"RAPE",2
2014-12-02,"ROBBERY",37
2014-12-03,"BURGLARY",57
2014-12-03,"FELONY ASSAULT",37
2014-12-03,"GRAND LARCENY",99
2014-12-03,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-12-03,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-03,"RAPE",2
2014-12-03,"ROBBERY",42
2014-12-04,"BURGLARY",52
2014-12-04,"FELONY ASSAULT",39
2014-12-04,"GRAND LARCENY",126
2014-12-04,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-12-04,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-04,"RAPE",3
2014-12-04,"ROBBERY",30
2014-12-05,"BURGLARY",55
2014-12-05,"FELONY ASSAULT",42
2014-12-05,"GRAND LARCENY",130
2014-12-05,"GRAND LARCENY OF MOTOR VEHICLE",27
2014-12-05,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-05,"ROBBERY",43
2014-12-06,"BURGLARY",45
2014-12-06,"FELONY ASSAULT",60
2014-12-06,"GRAND LARCENY",108
2014-12-06,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-12-06,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-06,"RAPE",6
2014-12-06,"ROBBERY",45
2014-12-07,"BURGLARY",34
2014-12-07,"FELONY ASSAULT",57
2014-12-07,"GRAND LARCENY",101
2014-12-07,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-12-07,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-07,"RAPE",4
2014-12-07,"ROBBERY",48
2014-12-08,"BURGLARY",43
2014-12-08,"FELONY ASSAULT",42
2014-12-08,"GRAND LARCENY",118
2014-12-08,"GRAND LARCENY OF MOTOR VEHICLE",14
2014-12-08,"MURDER & NON-NEGL. MANSLAUGHTE",3
2014-12-08,"RAPE",2
2014-12-08,"ROBBERY",38
2014-12-09,"BURGLARY",43
2014-12-09,"FELONY ASSAULT",36
2014-12-09,"GRAND LARCENY",118
2014-12-09,"GRAND LARCENY OF MOTOR VEHICLE",26
2014-12-09,"RAPE",2
2014-12-09,"ROBBERY",65
2014-12-10,"BURGLARY",50
2014-12-10,"FELONY ASSAULT",42
2014-12-10,"GRAND LARCENY",117
2014-12-10,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-12-10,"RAPE",3
2014-12-10,"ROBBERY",49
2014-12-11,"BURGLARY",50
2014-12-11,"FELONY ASSAULT",33
2014-12-11,"GRAND LARCENY",128
2014-12-11,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-12-11,"RAPE",3
2014-12-11,"ROBBERY",52
2014-12-12,"BURGLARY",51
2014-12-12,"FELONY ASSAULT",55
2014-12-12,"GRAND LARCENY",123
2014-12-12,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-12-12,"RAPE",3
2014-12-12,"ROBBERY",49
2014-12-13,"BURGLARY",40
2014-12-13,"FELONY ASSAULT",50
2014-12-13,"GRAND LARCENY",132
2014-12-13,"GRAND LARCENY OF MOTOR VEHICLE",25
2014-12-13,"RAPE",2
2014-12-13,"ROBBERY",59
2014-12-14,"BURGLARY",36
2014-12-14,"FELONY ASSAULT",68
2014-12-14,"GRAND LARCENY",130
2014-12-14,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-12-14,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-14,"RAPE",2
2014-12-14,"ROBBERY",52
2014-12-15,"BURGLARY",51
2014-12-15,"FELONY ASSAULT",52
2014-12-15,"GRAND LARCENY",136
2014-12-15,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-12-15,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-15,"RAPE",3
2014-12-15,"ROBBERY",42
2014-12-16,"BURGLARY",38
2014-12-16,"FELONY ASSAULT",50
2014-12-16,"GRAND LARCENY",126
2014-12-16,"GRAND LARCENY OF MOTOR VEHICLE",22
2014-12-16,"RAPE",2
2014-12-16,"ROBBERY",52
2014-12-17,"BURGLARY",45
2014-12-17,"FELONY ASSAULT",40
2014-12-17,"GRAND LARCENY",150
2014-12-17,"GRAND LARCENY OF MOTOR VEHICLE",19
2014-12-17,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-17,"RAPE",3
2014-12-17,"ROBBERY",46
2014-12-18,"BURGLARY",58
2014-12-18,"FELONY ASSAULT",35
2014-12-18,"GRAND LARCENY",121
2014-12-18,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-12-18,"RAPE",1
2014-12-18,"ROBBERY",53
2014-12-19,"BURGLARY",55
2014-12-19,"FELONY ASSAULT",46
2014-12-19,"GRAND LARCENY",149
2014-12-19,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-12-19,"RAPE",2
2014-12-19,"ROBBERY",52
2014-12-20,"BURGLARY",51
2014-12-20,"FELONY ASSAULT",69
2014-12-20,"GRAND LARCENY",138
2014-12-20,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-12-20,"MURDER & NON-NEGL. MANSLAUGHTE",5
2014-12-20,"RAPE",2
2014-12-20,"ROBBERY",56
2014-12-21,"BURGLARY",43
2014-12-21,"FELONY ASSAULT",62
2014-12-21,"GRAND LARCENY",107
2014-12-21,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-12-21,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-21,"RAPE",8
2014-12-21,"ROBBERY",53
2014-12-22,"BURGLARY",61
2014-12-22,"FELONY ASSAULT",34
2014-12-22,"GRAND LARCENY",122
2014-12-22,"GRAND LARCENY OF MOTOR VEHICLE",21
2014-12-22,"RAPE",3
2014-12-22,"ROBBERY",63
2014-12-23,"BURGLARY",66
2014-12-23,"FELONY ASSAULT",42
2014-12-23,"GRAND LARCENY",122
2014-12-23,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-12-23,"RAPE",3
2014-12-23,"ROBBERY",61
2014-12-24,"BURGLARY",54
2014-12-24,"FELONY ASSAULT",34
2014-12-24,"GRAND LARCENY",126
2014-12-24,"GRAND LARCENY OF MOTOR VEHICLE",36
2014-12-24,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-24,"RAPE",3
2014-12-24,"ROBBERY",44
2014-12-25,"BURGLARY",29
2014-12-25,"FELONY ASSAULT",65
2014-12-25,"GRAND LARCENY",65
2014-12-25,"GRAND LARCENY OF MOTOR VEHICLE",17
2014-12-25,"MURDER & NON-NEGL. MANSLAUGHTE",1
2014-12-25,"RAPE",5
2014-12-25,"ROBBERY",39
2014-12-26,"BURGLARY",35
2014-12-26,"FELONY ASSAULT",33
2014-12-26,"GRAND LARCENY",88
2014-12-26,"GRAND LARCENY OF MOTOR VEHICLE",23
2014-12-26,"RAPE",3
2014-12-26,"ROBBERY",39
2014-12-27,"BURGLARY",42
2014-12-27,"FELONY ASSAULT",58
2014-12-27,"GRAND LARCENY",108
2014-12-27,"GRAND LARCENY OF MOTOR VEHICLE",18
2014-12-27,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-27,"RAPE",2
2014-12-27,"ROBBERY",47
2014-12-28,"BURGLARY",25
2014-12-28,"FELONY ASSAULT",59
2014-12-28,"GRAND LARCENY",87
2014-12-28,"GRAND LARCENY OF MOTOR VEHICLE",28
2014-12-28,"RAPE",4
2014-12-28,"ROBBERY",36
2014-12-29,"BURGLARY",56
2014-12-29,"FELONY ASSAULT",39
2014-12-29,"GRAND LARCENY",117
2014-12-29,"GRAND LARCENY OF MOTOR VEHICLE",24
2014-12-29,"MURDER & NON-NEGL. MANSLAUGHTE",2
2014-12-29,"RAPE",2
2014-12-29,"ROBBERY",62
2014-12-30,"BURGLARY",40
2014-12-30,"FELONY ASSAULT",35
2014-12-30,"GRAND LARCENY",115
2014-12-30,"GRAND LARCENY OF MOTOR VEHICLE",20
2014-12-30,"MURDER & NON-NEGL. MANSLAUGHTE",4
2014-12-30,"RAPE",1
2014-12-30,"ROBBERY",54
2014-12-31,"BURGLARY",47
2014-12-31,"FELONY ASSAULT",35
2014-12-31,"GRAND LARCENY",100
2014-12-31,"GRAND LARCENY OF MOTOR VEHICLE",15
2014-12-31,"RAPE",3
2014-12-31,"ROBBERY",56
2015-01-01,"BURGLARY",41
2015-01-01,"FELONY ASSAULT",98
2015-01-01,"GRAND LARCENY",166
2015-01-01,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-01-01,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-01,"RAPE",20
2015-01-01,"ROBBERY",47
2015-01-02,"BURGLARY",37
2015-01-02,"FELONY ASSAULT",42
2015-01-02,"GRAND LARCENY",113
2015-01-02,"GRAND LARCENY OF MOTOR VEHICLE",24
2015-01-02,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-02,"RAPE",4
2015-01-02,"ROBBERY",36
2015-01-03,"BURGLARY",33
2015-01-03,"FELONY ASSAULT",55
2015-01-03,"GRAND LARCENY",99
2015-01-03,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-01-03,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-03,"RAPE",3
2015-01-03,"ROBBERY",55
2015-01-04,"BURGLARY",28
2015-01-04,"FELONY ASSAULT",38
2015-01-04,"GRAND LARCENY",83
2015-01-04,"GRAND LARCENY OF MOTOR VEHICLE",22
2015-01-04,"MURDER & NON-NEGL. MANSLAUGHTE",3
2015-01-04,"ROBBERY",53
2015-01-05,"BURGLARY",31
2015-01-05,"FELONY ASSAULT",43
2015-01-05,"GRAND LARCENY",128
2015-01-05,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-01-05,"RAPE",1
2015-01-05,"ROBBERY",53
2015-01-06,"BURGLARY",33
2015-01-06,"FELONY ASSAULT",33
2015-01-06,"GRAND LARCENY",99
2015-01-06,"GRAND LARCENY OF MOTOR VEHICLE",15
2015-01-06,"RAPE",4
2015-01-06,"ROBBERY",39
2015-01-07,"BURGLARY",28
2015-01-07,"FELONY ASSAULT",37
2015-01-07,"GRAND LARCENY",108
2015-01-07,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-01-07,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-07,"RAPE",1
2015-01-07,"ROBBERY",33
2015-01-08,"BURGLARY",36
2015-01-08,"FELONY ASSAULT",34
2015-01-08,"GRAND LARCENY",103
2015-01-08,"GRAND LARCENY OF MOTOR VEHICLE",14
2015-01-08,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-08,"RAPE",1
2015-01-08,"ROBBERY",31
2015-01-09,"BURGLARY",49
2015-01-09,"FELONY ASSAULT",35
2015-01-09,"GRAND LARCENY",91
2015-01-09,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-01-09,"RAPE",4
2015-01-09,"ROBBERY",37
2015-01-10,"BURGLARY",29
2015-01-10,"FELONY ASSAULT",38
2015-01-10,"GRAND LARCENY",103
2015-01-10,"GRAND LARCENY OF MOTOR VEHICLE",17
2015-01-10,"MURDER & NON-NEGL. MANSLAUGHTE",1
2015-01-10,"RAPE",6
2015-01-10,"ROBBERY",33
2015-01-11,"BURGLARY",41
2015-01-11,"FELONY ASSAULT",55
2015-01-11,"GRAND LARCENY",92
2015-01-11,"GRAND LARCENY OF MOTOR VEHICLE",14
2015-01-11,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-11,"RAPE",3
2015-01-11,"ROBBERY",49
2015-01-12,"BURGLARY",46
2015-01-12,"FELONY ASSAULT",45
2015-01-12,"GRAND LARCENY",95
2015-01-12,"GRAND LARCENY OF MOTOR VEHICLE",19
2015-01-12,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-12,"RAPE",2
2015-01-12,"ROBBERY",77
2015-01-13,"BURGLARY",45
2015-01-13,"FELONY ASSAULT",32
2015-01-13,"GRAND LARCENY",115
2015-01-13,"GRAND LARCENY OF MOTOR VEHICLE",7
2015-01-13,"MURDER & NON-NEGL. MANSLAUGHTE",2
2015-01-13,"ROBBERY",41
2015-01-14,"BURGLARY",55
2015-01-14,"FELONY ASSAULT",29
2015-01-14,"GRAND LARCENY",103
2015-01-14,"GRAND LARCENY OF MOTOR VEHICLE",16
2015-01-14,"RAPE",1
2015-01-14,"ROBBERY",50
2015-01-15,"BURGLARY",71
2015-01-15,"FELONY ASSAULT",41
2015-01-15,"GRAND LARCENY",118
2015-01-15,"GRAND LARCENY OF MOTOR VEHICLE",20
2015-01-15,"RAPE",5
2015-01-15,"ROBBERY",54
