date,day_of_week,is_weekend,felonies,accidents,accident_injuriesDeaths,any_precip,temp_min_degF,temp_max_degF,windspeed_avg_mph,is_holiday,school_attendance_pct,is_school_day
11/26/15,Thursday,0,276,383,113,0,41,60.08,2.908022,1,0,0
11/27/15,Friday,0,268,480,147,0,51.08,64.04,3.802798,0,0,0
11/28/15,Saturday,1,290,508,160,1,44.96,64.04,-2236.716306,0,0,0
11/29/15,Sunday,1,249,453,120,0,37.94,48.92,-2236.716306,0,0,0
11/30/15,Monday,0,263,611,133,0,33.08,46.94,5.59235,0,90.51,1
12/1/15,Tuesday,0,270,746,194,1,44.06,51.08,6.71082,0,91.07,1
12/2/15,Wednesday,0,298,654,173,1,46.04,57.02,2.908022,0,91.55,1
12/3/15,Thursday,0,236,623,124,0,44.06,55.04,8.500372,0,91.9,1
12/4/15,Friday,0,292,679,144,0,42.08,51.08,4.250186,0,90.94,1
12/5/15,Saturday,1,267,629,176,0,39.92,51.08,2.23694,0,0,0
12/6/15,Sunday,1,256,485,137,0,39.02,53.06,3.35541,0,0,0
12/7/15,Monday,0,284,667,153,0,42.08,53.96,3.802798,0,91.06,1
12/8/15,Tuesday,0,269,616,120,0,41,48.92,4.47388,0,91.61,1
12/9/15,Wednesday,0,258,574,114,0,39.92,55.04,4.250186,0,91.93,1
12/10/15,Thursday,0,271,668,146,0,51.08,60.08,4.250186,0,91.91,1
12/11/15,Friday,0,310,694,151,0,50,60.98,4.697574,0,90.68,1
12/12/15,Saturday,1,327,578,140,0,55.04,66.02,2.013246,0,0,0
12/13/15,Sunday,1,341,547,142,0,55.04,66.92,3.35541,0,0,0
12/14/15,Monday,0,276,637,141,1,53.06,66.92,4.697574,0,90.42,1
12/15/15,Tuesday,0,294,751,166,1,53.06,68,10.513618,0,91.47,1
12/16/15,Wednesday,0,272,673,151,1,46.04,53.06,5.368656,0,91.5,1
12/17/15,Thursday,0,251,745,179,1,50,59,4.921268,0,90.95,1
12/18/15,Friday,0,306,767,192,0,37.94,57.02,6.71082,0,89.74,1
12/19/15,Saturday,1,299,624,121,0,35.06,39.92,9.395148,0,0,0
12/20/15,Sunday,1,256,499,128,0,33.98,42.98,6.039738,0,0,0
12/21/15,Monday,0,265,611,138,0,39.02,55.94,7.158208,0,88.69,1
12/22/15,Tuesday,0,268,699,161,1,53.06,62.06,4.921268,0,88.34,1
12/23/15,Wednesday,0,246,805,232,1,51.98,64.04,3.579104,0,83.01,1
12/24/15,Thursday,0,256,603,163,1,62.96,71.96,4.47388,0,0,0
12/25/15,Friday,0,249,321,122,1,57.02,66.02,0.894776,1,0,0
12/26/15,Saturday,1,224,394,123,0,46.94,59,8.052984,0,0,0
12/27/15,Sunday,1,254,518,166,1,46.04,60.98,5.816044,0,0,0
12/28/15,Monday,0,218,489,107,1,33.98,46.04,8.276678,0,0,0
12/29/15,Tuesday,0,207,532,129,1,33.98,46.04,6.934514,0,0,0
12/30/15,Wednesday,0,222,500,145,1,37.94,48.02,4.026492,0,0,0
12/31/15,Thursday,0,209,527,96,1,42.08,48.02,5.368656,0,0,0
